Fz,Cz,Pz,C3,T3,C4,T4,Fp1,Fp2,F3,F4,F7,F8,P3,P4,T5,T6,O1,O2,Class
156,156,200,297,52,310,-20,310,273,310,163,273,163,420,347,384,156,121,121,c
15,15,52,50,-57,89,-57,89,126,126,-57,52,89,126,126,126,-19,-55,-55,c
50,85,163,15,16,52,-20,89,163,163,163,200,200,236,347,200,121,121,121,c
156,226,236,15,89,52,89,126,200,236,89,126,200,126,236,163,-19,121,15,c
15,-19,89,-195,-57,-204,-20,-94,89,89,-20,52,89,-20,126,52,15,-19,15,c
156,191,236,50,89,-20,89,52,200,310,89,273,126,163,236,273,191,121,121,c
15,121,52,-19,-94,-167,-20,-57,89,200,-131,52,-57,-57,16,52,50,-90,-90,c
-19,50,89,15,-94,-131,-94,-20,89,163,52,163,16,89,126,163,297,15,121,c
121,156,236,261,52,126,126,200,236,236,89,163,52,200,126,273,332,121,226,c
-19,-90,89,85,-20,52,89,52,163,89,-20,16,16,52,16,126,332,50,261,c
156,121,310,332,163,310,236,347,310,310,236,310,163,384,236,384,437,226,473,c
156,85,163,191,89,236,236,347,236,200,16,163,52,236,16,200,121,15,297,c
85,50,-20,50,-20,126,126,310,236,52,52,273,-20,347,89,236,156,15,367,c
191,226,16,156,89,310,236,494,347,200,52,347,16,457,126,310,50,121,332,c
15,15,-204,-90,-57,89,126,273,163,16,-131,89,-94,163,-20,89,-55,15,191,c
85,85,-20,50,126,200,200,347,236,163,89,236,52,310,200,347,156,226,297,c
85,121,52,50,126,200,236,310,200,163,-20,52,52,126,52,200,-55,121,85,c
15,-19,16,-55,52,89,89,200,52,16,126,16,89,89,126,126,50,191,85,c
191,156,273,226,273,310,236,347,163,273,310,163,273,273,273,310,121,332,85,c
15,-55,126,50,163,89,163,126,16,163,89,-20,163,89,89,89,15,85,-160,c
15,15,163,156,236,126,52,200,52,200,200,236,200,384,236,273,191,156,-55,c
15,156,126,261,200,163,16,200,16,163,52,200,163,310,89,273,50,50,-266,c
-125,15,16,85,16,-20,-167,-57,-57,-20,52,126,163,236,126,163,156,-55,-266,c
85,191,310,332,236,163,16,89,126,163,310,310,347,347,347,236,367,85,-90,c
50,-55,310,191,236,52,52,-57,52,16,163,52,273,52,126,-20,332,-55,-90,c
121,-55,457,261,310,200,89,89,163,89,347,200,273,163,236,126,543,121,191,c
226,226,531,402,384,347,236,273,273,273,200,200,163,163,163,163,402,121,156,c
85,85,273,226,163,126,126,126,200,126,52,89,-20,16,16,52,367,15,156,c
226,261,384,402,310,310,236,310,347,347,236,347,89,310,163,310,367,226,332,c
85,85,236,156,200,200,273,236,273,236,52,163,16,126,-20,126,85,85,191,c
15,15,126,50,163,163,200,200,200,126,163,236,126,236,126,200,121,191,332,c
50,121,163,191,310,310,310,273,200,200,200,236,236,310,163,236,15,226,226,c
-90,-90,-20,-55,163,52,200,-20,52,-20,89,16,163,52,89,16,15,85,121,c
85,121,200,121,310,163,273,89,163,163,347,200,273,273,347,273,261,297,261,c
50,85,200,121,236,126,273,16,52,126,126,89,163,126,126,126,121,156,15,c
-19,-55,163,85,163,52,126,-94,-20,-94,200,163,126,200,163,52,297,121,-19,c
121,226,347,332,236,200,126,16,52,52,273,273,236,273,236,126,261,121,-125,c
-19,85,126,15,-20,-57,-94,-204,-94,-131,89,52,126,-20,89,-94,50,-125,-301,c
50,191,200,85,89,16,-57,-94,16,16,310,236,236,200,273,126,156,50,-125,c
50,156,126,85,52,52,-20,-57,16,89,126,89,126,89,126,16,-19,-19,-266,c
-90,-90,-20,-19,-20,-57,-94,-167,-20,-57,89,89,52,16,126,-20,50,-19,-125,c
50,156,163,261,236,236,126,89,89,163,236,236,126,200,236,163,226,191,50,c
-19,85,126,156,200,126,236,-57,16,52,52,89,-20,-57,52,-57,191,85,50,c
50,156,236,297,310,236,273,52,89,52,236,273,52,163,236,126,367,297,261,c
50,191,200,367,273,310,310,200,89,163,89,200,16,126,126,89,121,261,191,c
-125,-90,-20,50,126,52,200,16,52,126,16,89,-57,52,52,52,121,191,297,c
50,156,163,261,310,236,347,236,273,347,236,273,89,273,236,273,191,402,473,c
-19,15,16,85,200,89,347,52,200,89,16,16,-20,16,89,16,-19,191,261,c
-55,-19,-20,50,200,52,236,-20,163,52,163,89,16,89,236,126,50,261,332,c
50,121,89,191,236,200,236,126,200,273,163,89,89,89,163,200,15,191,226,c
-55,-55,-20,50,89,16,52,-94,52,89,89,16,16,-20,52,-20,15,15,121,c
156,226,126,297,236,236,126,126,126,236,347,273,126,273,236,163,121,226,226,c
50,121,16,191,126,163,89,52,16,89,126,89,52,89,16,16,-90,85,50,c
-55,15,-20,85,126,89,16,16,-20,16,236,163,126,163,126,163,50,121,156,c
121,226,126,191,236,273,126,163,16,200,273,200,200,236,163,273,50,156,121,c
-19,15,16,-55,89,89,52,16,-131,16,126,16,126,16,52,52,15,50,85,c
156,226,163,85,273,236,163,163,52,163,310,163,236,236,273,273,191,261,332,c
156,156,89,15,200,163,200,126,89,200,89,-20,89,89,89,200,-19,121,156,c
50,15,-57,-55,52,16,89,16,16,89,52,16,52,126,89,163,15,121,191,c
156,226,16,156,163,236,200,200,89,236,126,89,89,236,126,310,-19,261,226,c
-19,15,-204,-55,-20,52,89,16,52,163,-57,-131,16,-57,-57,89,-125,50,121,c
85,85,-94,50,52,126,126,89,236,273,163,89,126,200,163,236,15,156,226,c
156,156,-94,50,16,52,163,16,236,200,52,-20,89,89,89,126,-195,-19,-55,c
-19,-55,-278,-160,-167,-204,-94,-241,89,-57,-20,-94,16,-20,89,52,-160,-160,-160,c
85,121,-131,85,-57,-20,-94,-94,273,200,52,16,52,126,200,273,-55,-55,-160,c
-19,15,-278,-90,-241,-167,-204,-241,126,16,-167,-167,-57,-94,16,16,-195,-266,-336,c
85,85,-204,-55,-167,-57,-204,-131,126,16,16,89,16,89,163,126,15,-125,-125,c
226,191,-20,121,-94,89,-94,16,89,126,16,163,16,89,52,126,-19,-125,-195,c
121,-55,-57,-55,-167,-20,-167,-131,-57,-57,-20,89,-20,-57,-20,52,85,-195,-125,c
261,156,236,156,89,236,52,163,89,163,200,273,126,200,163,273,226,50,121,c
156,121,163,15,52,126,126,89,16,52,16,52,52,-20,-57,89,85,-19,85,c
156,121,200,15,163,126,200,126,89,16,163,163,163,126,126,200,261,191,297,c
226,191,310,191,347,236,347,273,163,163,163,200,236,126,200,273,156,297,226,c
50,-55,89,15,200,16,236,89,16,-20,52,52,200,-57,126,89,121,226,156,c
191,156,273,261,384,236,347,310,163,163,310,273,347,236,347,310,297,437,261,c
156,191,273,191,347,163,347,273,163,126,163,52,310,89,163,163,121,261,85,c
121,226,236,50,273,16,236,126,163,16,273,126,347,126,273,200,191,191,85,c
297,437,310,226,310,126,200,236,200,163,273,236,347,273,273,273,85,156,15,c
121,85,16,15,16,-131,-20,16,52,-20,16,52,200,52,89,16,-19,-90,-90,c
226,156,200,156,89,-20,16,126,200,89,200,236,310,273,347,200,226,50,85,c
226,191,236,121,89,16,52,126,126,16,52,52,236,89,163,52,85,-55,-55,c
156,156,126,-19,16,-57,-20,52,52,-167,89,16,200,16,126,16,226,-55,15,c
332,367,347,261,200,236,89,273,200,89,236,163,310,200,200,200,297,121,50,c
156,85,163,50,89,89,52,126,89,-57,52,-20,236,-20,89,-20,156,-19,-55,c
226,121,310,121,273,236,200,273,163,52,273,163,384,200,310,163,367,261,226,c
297,226,384,226,384,384,384,384,200,200,236,89,420,126,236,126,226,297,191,c
121,50,236,121,273,236,347,236,163,89,163,52,347,89,236,52,261,297,261,c
261,226,347,402,457,494,494,457,384,310,310,310,457,347,420,236,332,473,402,c
121,85,200,191,310,310,420,273,347,200,89,126,310,89,236,52,226,261,261,c
156,156,273,261,347,310,420,273,384,236,273,347,347,273,347,200,473,367,402,c
261,367,420,473,457,457,531,310,347,310,236,384,347,310,273,163,437,367,297,c
156,226,273,297,347,273,384,89,163,126,163,273,273,163,200,16,473,261,261,c
332,437,457,508,457,420,420,236,273,310,384,457,384,384,347,236,578,437,367,c
261,332,310,367,236,200,273,89,89,52,126,200,236,126,89,16,297,156,85,c
261,261,236,226,126,89,89,-20,-20,16,200,273,200,200,200,126,332,85,121,c
332,437,236,261,126,163,89,126,52,273,163,236,126,236,163,236,156,85,-19,c
85,156,-20,-55,-131,-94,-94,-94,-57,89,-20,-20,-20,-20,16,89,15,-125,-125,c
191,261,126,15,16,52,-20,52,126,236,200,163,89,273,236,310,191,50,50,c
191,156,89,-55,-20,52,16,16,52,200,52,89,16,163,52,126,15,-90,-160,c
85,15,16,-90,-94,-57,-94,-94,-20,52,126,163,52,200,89,89,156,-90,-125,c
261,261,200,156,89,126,-20,52,89,200,236,273,200,273,163,236,156,-55,-160,c
156,121,16,-90,-131,-131,-167,-204,-57,-20,52,52,52,16,52,16,15,-266,-336,c
261,261,126,15,-57,-94,-204,-131,52,89,200,236,126,236,273,200,156,-125,-231,c
226,297,89,15,-131,-94,-204,-94,16,126,16,89,52,89,126,52,-55,-231,-336,c
50,15,-57,-195,-241,-204,-315,-167,-20,16,16,-20,52,-20,200,16,-55,-195,-160,c
156,156,126,15,-20,52,-94,126,200,236,200,126,200,126,347,200,50,85,85,c
50,-19,52,-55,-57,-94,16,16,200,126,89,-20,163,-131,89,-57,50,15,156,c
121,50,200,85,163,52,200,126,310,236,310,163,273,16,236,126,261,297,473,c
226,191,273,191,273,200,384,273,347,273,200,126,236,16,200,126,121,332,402,c
121,15,126,15,163,52,310,126,273,126,89,52,200,-57,163,52,156,226,402,c
332,261,310,297,347,236,384,347,420,347,236,273,310,236,310,310,261,367,508,c
226,156,163,191,163,89,310,200,236,126,52,89,163,16,89,89,15,156,297,c
191,226,126,156,126,89,200,200,273,89,200,273,236,200,273,163,121,297,402,c
332,402,200,297,236,273,310,310,347,200,236,310,310,236,273,163,50,261,261,c
191,156,89,85,89,89,163,89,236,163,89,163,236,89,126,52,50,85,191,c
332,332,273,297,236,310,200,310,310,384,310,347,310,347,273,310,156,261,261,c
261,367,126,191,52,236,89,273,126,200,126,163,126,163,52,126,-90,85,-19,c
226,332,89,85,-20,163,-57,236,89,163,200,200,163,273,200,236,50,85,85,c
297,437,200,261,126,310,52,384,163,347,236,273,310,347,236,310,15,156,50,c
85,191,-20,15,-57,52,-57,163,-20,126,52,52,200,89,52,89,-90,50,-19,c
226,261,89,121,126,200,52,347,126,310,273,236,347,347,236,310,85,332,297,c
226,191,89,121,200,236,236,384,200,310,163,89,310,200,163,200,-19,261,261,c
121,85,16,15,200,126,236,310,236,236,200,126,310,236,273,200,50,297,332,c
156,297,126,226,347,310,384,457,347,420,273,273,310,384,384,347,15,437,332,c
-55,50,-57,50,163,126,273,273,163,200,-20,89,126,126,163,126,-55,297,226,c
15,121,89,191,310,273,384,347,273,236,200,236,236,310,310,310,191,543,437,c
121,191,163,226,347,347,531,347,347,347,126,126,200,163,200,273,85,437,332,c
15,15,16,15,163,163,347,163,310,200,126,52,126,52,163,163,85,332,297,c
156,191,163,191,273,347,347,310,457,384,236,236,163,236,236,310,85,402,261,c
15,15,16,-19,89,163,200,89,236,163,16,52,52,-20,-20,89,-19,156,15,c
50,156,163,85,200,163,163,52,200,163,200,236,126,163,126,236,226,226,85,c
156,332,273,261,273,273,163,126,163,273,163,200,89,89,16,200,85,156,-90,c
-55,50,89,50,52,89,-20,-20,16,126,89,52,16,-20,-57,89,15,85,-90,c
50,156,273,261,236,347,89,273,163,384,273,236,163,236,126,310,121,332,121,c
-19,15,163,121,200,273,200,236,163,236,89,52,89,89,16,126,15,156,121,c
-19,-19,163,121,236,236,200,236,200,126,200,163,163,200,163,163,226,226,332,c
156,121,273,261,347,384,310,347,200,200,200,200,200,200,126,200,191,226,261,c
15,-55,126,50,163,126,163,89,16,-57,52,52,89,16,-57,16,156,121,156,c
121,121,310,226,347,273,273,236,89,52,273,310,236,273,126,236,226,297,261,c
85,15,200,156,273,200,273,163,16,52,89,163,126,89,-57,126,15,121,50,c
15,-19,89,85,200,126,126,52,-57,-20,163,236,163,163,16,126,121,156,121,c
156,332,236,332,310,310,273,200,16,89,236,347,236,310,52,163,156,226,156,c
85,191,52,156,163,163,200,16,-94,-131,52,163,126,126,-94,-57,50,50,85,c
191,226,163,191,273,310,200,163,89,89,273,347,236,347,126,200,121,191,226,c
156,191,89,85,200,236,200,163,126,236,89,200,163,163,52,126,-90,50,85,c
50,50,-57,-125,-20,52,16,52,89,52,52,126,89,126,52,52,-90,15,156,c
191,226,-57,50,16,236,52,310,200,89,52,236,52,273,126,236,-195,121,191,c
-19,15,-351,-231,-241,-57,-57,89,52,-20,-278,-20,-204,52,-94,52,-371,-90,15,c
-19,121,-278,-125,-204,-20,-94,126,89,89,-57,126,-131,200,52,200,-160,15,156,c
85,191,-167,-19,-167,52,16,126,89,126,-57,89,-131,126,-20,89,-231,-55,85,c
50,-55,-241,-160,-241,-131,-57,-20,52,-20,-20,52,-94,-20,-20,-20,-160,-90,156,c
191,85,-20,-19,-57,52,89,200,236,273,200,200,89,126,200,200,-90,121,226,c
50,-55,-94,-231,-131,-57,16,52,126,89,16,-94,16,-167,89,16,-266,-19,15,c
121,-19,16,-231,-94,-57,-57,52,126,89,163,-57,52,-57,236,89,-55,85,85,c
191,121,89,-19,-20,89,52,163,200,273,126,-57,52,16,163,163,-125,50,-19,c
50,-90,-57,-195,-131,-94,-57,-57,126,52,16,-131,-20,-94,89,16,-90,-90,-19,c
156,85,89,15,89,89,52,126,236,126,200,89,126,163,310,163,15,50,85,c
85,15,-20,-125,-20,-57,16,-20,163,16,16,-57,16,-57,89,16,-195,-195,-90,c
15,-55,-57,-125,-57,-131,-94,-94,163,89,89,16,52,-20,163,89,-19,-160,50,c
121,121,89,121,52,16,-20,16,236,236,126,52,89,16,126,89,50,-90,50,c
50,-19,16,-19,-57,-167,-94,-204,89,-20,52,-57,16,-204,16,-131,121,-231,15,c
297,226,273,226,163,52,16,-20,163,52,273,163,163,16,236,89,332,50,261,c
297,191,273,261,163,52,126,-20,89,-20,126,16,89,-131,89,-57,226,15,156,c
261,85,236,226,200,-20,126,-94,89,-20,200,89,163,-57,200,-57,402,121,297,c
367,297,384,437,384,200,310,89,200,200,236,236,273,52,236,126,367,297,332,c
226,121,200,226,200,52,200,-57,52,16,52,52,163,-131,52,-57,297,121,226,c
297,261,347,402,347,163,236,126,200,200,236,236,273,126,273,163,508,297,437,c
437,367,457,473,347,200,310,163,126,200,163,200,200,52,126,52,402,191,261,c
367,226,384,402,200,52,163,16,-20,-57,126,163,126,52,126,-20,508,121,261,c
437,437,494,578,310,236,200,163,52,89,200,273,163,236,200,200,473,261,261,c
332,226,310,367,163,52,163,-20,16,16,16,16,52,16,-20,-20,332,50,121,c
402,261,384,367,273,89,200,16,163,126,236,163,200,163,163,126,473,191,297,c
508,402,420,437,384,163,310,89,200,163,163,89,236,89,89,52,332,156,191,c
367,226,273,226,273,52,163,-57,16,-57,89,-20,163,-20,52,16,297,85,121,c
508,402,384,437,384,236,236,126,126,89,236,163,236,163,236,163,332,191,191,c
508,402,200,226,200,52,200,16,126,-94,52,16,126,-57,52,-94,191,-19,85,c
613,508,200,191,236,52,200,52,236,-20,200,163,236,126,236,52,367,121,332,c
684,684,310,261,347,200,347,236,273,126,163,126,273,163,236,163,297,191,332,c
508,332,126,-19,236,52,273,89,163,16,52,-20,200,52,163,89,226,50,297,c
578,332,273,85,384,200,347,310,384,347,200,163,310,273,310,384,297,226,437,c
402,191,163,-55,273,126,310,236,457,347,16,-20,200,89,163,236,85,15,191,c
261,156,89,-90,200,52,200,163,494,273,89,52,236,163,273,273,191,85,261,c
367,297,200,121,273,273,310,347,384,236,126,200,273,273,310,310,121,156,226,c
191,15,-20,-90,89,52,163,126,52,-20,-57,16,126,52,126,89,50,-19,156,c
261,156,126,15,163,200,200,273,236,236,163,163,236,200,347,347,226,191,332,c
261,261,126,-55,163,200,273,310,347,347,52,-20,163,16,200,200,50,156,226,c
261,261,89,-160,126,52,236,200,347,273,126,-57,126,-20,273,163,156,191,332,c
543,578,273,121,310,236,384,384,568,384,273,89,236,89,384,273,226,332,402,c
649,578,163,-19,200,52,310,163,384,16,200,-20,163,-94,163,16,156,121,261,c
965,825,273,121,273,126,310,200,384,126,384,200,236,89,273,200,332,297,367,c
1177,1001,347,121,310,163,384,236,384,273,310,126,236,-20,200,163,226,226,261,c
1247,1001,310,-19,236,-20,273,52,310,52,384,126,200,-94,236,52,367,121,297,c
1564,1317,641,226,420,163,420,163,384,163,604,347,347,89,420,200,543,191,367,c
1564,1177,568,121,310,16,310,-57,126,-94,384,200,236,-94,200,-57,437,-19,121,c
1493,1106,641,226,310,126,236,-57,52,-131,531,384,273,89,310,16,649,121,226,c
1388,1106,752,402,420,273,347,52,89,126,531,347,310,89,200,126,649,121,156,c
1071,754,678,297,347,163,273,-94,-20,-167,457,273,273,16,163,16,754,50,121,c
1001,789,862,578,568,420,420,126,126,-94,604,494,420,273,384,89,789,297,261,c
613,437,678,437,457,347,384,52,16,-204,347,273,347,52,200,-94,543,156,121,c
332,156,568,402,457,384,347,89,16,-167,384,347,347,200,310,89,613,226,226,c
261,156,531,508,457,531,347,273,52,52,310,347,347,236,273,126,402,226,121,c
-55,-160,236,297,200,273,163,89,-57,-57,89,200,163,52,52,-20,297,85,15,c
-19,-55,384,508,384,457,273,273,52,16,310,384,310,273,273,236,437,367,191,c
-125,-195,420,473,310,384,310,236,-57,-167,163,200,236,89,89,16,332,191,15,c
-266,-336,384,402,236,236,200,163,-131,-278,236,236,200,52,126,-20,473,121,121,c
-195,-231,494,543,310,310,200,310,-57,-167,236,310,236,126,126,89,402,121,121,c
-442,-512,200,226,89,52,89,89,-94,-278,16,89,126,-131,16,-20,261,-90,15,c
-407,-477,273,261,200,126,126,236,89,-94,200,273,236,89,273,163,402,85,261,c
-407,-547,236,191,163,89,200,236,126,-131,52,126,163,-57,126,-20,191,-90,121,c
-547,-723,89,-55,16,-131,16,89,89,-315,52,52,89,-131,89,-57,156,-195,156,c
-407,-512,200,-19,89,-20,89,200,273,16,89,89,89,-57,200,200,50,-125,156,c
-512,-688,-57,-301,-131,-278,-57,-57,236,-131,-94,-204,-57,-388,16,-20,-125,-336,15,c
-407,-618,-20,-195,-57,-204,-57,-20,310,-57,126,-57,52,-204,236,126,50,-195,156,c
-266,-442,-20,-125,-20,-131,52,52,163,-20,89,-94,-20,-241,126,16,-90,-266,15,c
-301,-583,-167,-336,-167,-388,-57,-204,-204,-278,52,-204,-131,-351,16,-167,-90,-407,-19,c
-55,-301,-20,-195,-20,-241,16,-94,-94,-204,236,-94,-20,-241,126,-20,-19,-266,85,c
-19,-336,-94,-371,-94,-425,-20,-278,-57,-462,89,-315,-94,-499,-20,-278,-125,-442,-55,c
121,-266,-20,-371,16,-388,52,-278,-20,-462,236,-131,-57,-315,163,-167,15,-301,121,c
297,-125,89,-301,126,-278,163,-167,-20,-278,200,-131,-57,-315,89,-94,-90,-301,15,c
121,-336,-94,-547,-20,-462,16,-351,-94,-425,52,-278,-204,-535,-57,-241,-125,-442,-55,c
226,-231,16,-371,89,-278,89,-241,163,-204,200,-131,-167,-315,126,-20,15,-301,15,c
50,-407,-94,-477,-20,-388,89,-351,89,-315,-20,-315,-278,-535,-20,-204,-160,-477,-125,c
-55,-547,-167,-512,-20,-462,16,-462,-57,-462,126,-241,-241,-499,16,-204,-55,-407,-55,c
50,-407,-20,-371,52,-351,52,-351,-94,-388,163,-204,-241,-535,-20,-204,-125,-371,-125,c
-90,-583,-204,-618,-94,-572,-94,-572,-167,-572,-20,-425,-315,-756,-131,-425,-160,-583,-160,c
85,-371,-20,-512,52,-499,-20,-499,16,-572,200,-241,-204,-572,89,-315,15,-477,-19,c
226,-266,-20,-618,52,-646,16,-683,-20,-756,126,-425,-204,-867,-57,-609,-55,-723,-160,c
437,-231,16,-794,52,-867,-20,-940,-20,-977,236,-462,-167,-1014,16,-867,156,-899,-55,c
754,-55,273,-723,236,-903,126,-977,52,-1124,384,-535,-57,-1087,126,-1051,261,-1005,-55,c
754,-371,163,-1075,52,-1308,-57,-1345,-278,-1603,236,-867,-204,-1492,-57,-1419,156,-1463,-231,c
825,-477,236,-1181,89,-1419,-94,-1382,-241,-1603,347,-793,-131,-1419,89,-1308,297,-1463,-90,c
825,-618,236,-1287,163,-1455,52,-1419,-167,-1566,236,-903,-204,-1566,52,-1492,191,-1568,-125,c
649,-970,163,-1533,126,-1603,16,-1566,-167,-1823,273,-903,-499,-1639,89,-1676,226,-1639,-90,c
543,-1040,273,-1392,236,-1419,52,-1382,-94,-1713,310,-830,-867,-1492,163,-1455,156,-1568,-90,c
15,-1568,16,-1674,-20,-1639,-131,-1529,-278,-1860,52,-1124,-1198,-1750,-20,-1639,-55,-1779,-231,c
-195,-1744,52,-1674,-20,-1566,-131,-1382,-94,-1676,236,-940,-1087,-1566,200,-1345,85,-1533,15,c
-301,-1639,126,-1427,89,-1271,16,-1051,16,-1235,126,-793,-1051,-1382,126,-1124,-55,-1251,-55,c
-653,-1850,-94,-1392,-94,-1198,-131,-940,-131,-1124,-57,-683,-1198,-1235,16,-1014,-90,-1111,-125,c
-688,-1603,-20,-970,-20,-867,-131,-609,-57,-793,16,-315,-1124,-830,126,-683,-55,-829,-125,c
-935,-1639,-278,-1005,-204,-940,-241,-683,-167,-793,-278,-462,-1271,-903,-20,-756,-371,-899,-336,c
-1111,-1674,-388,-1005,-315,-940,-388,-609,-94,-535,-241,-315,-1235,-572,126,-462,-371,-688,-231,c
-1146,-1568,-351,-794,-241,-683,-278,-388,52,-94,-315,-278,-1161,-315,52,-204,-477,-547,-231,c
-1357,-1815,-499,-899,-388,-756,-315,-535,52,-167,-388,-425,-1161,-315,16,-241,-442,-618,-195,c
-1111,-1568,-278,-653,-131,-462,-167,-351,200,-20,-94,-204,-903,52,236,16,-231,-371,-19,c
-1075,-1427,-278,-583,-204,-425,-167,-388,16,-57,-315,-315,-940,-20,-20,-131,-336,-407,-231,c
-1111,-1287,-315,-477,-278,-425,-315,-425,-131,-20,-315,-241,-977,126,-57,-94,-231,-301,-195,c
-1005,-935,-204,-195,-167,-167,-241,-204,-57,236,-278,-131,-940,347,-94,52,-231,-125,-195,c
-1146,-1075,-315,-336,-278,-241,-241,-351,-131,89,-388,-278,-940,310,-204,-57,-266,-195,-195,c
-1005,-899,-131,-125,-94,-20,-131,-131,-20,200,-167,-57,-719,678,16,236,-55,50,15,c
-1040,-864,-241,-19,-131,89,-94,-57,-57,236,-351,-204,-756,604,-94,200,-231,85,-125,c
-1146,-970,-351,-90,-241,89,-167,-94,-57,236,-388,-241,-719,641,-57,273,-160,191,15,c
-1005,-759,-204,121,-20,384,52,200,200,531,-241,-57,-535,862,52,420,-125,473,156,c
-1111,-829,-388,-19,-57,310,126,126,89,310,-425,-167,-572,678,-131,273,-231,367,121,c
-1005,-688,-278,191,89,494,200,310,126,310,-167,52,-425,899,52,531,-90,613,367,c
-935,-547,-241,261,163,531,347,384,236,457,-241,-20,-388,788,16,568,-231,578,297,c
-970,-618,-351,85,16,384,200,310,273,531,-241,-57,-388,752,16,604,-195,543,332,c
-759,-336,-131,332,163,604,273,568,420,862,-57,163,-241,1009,89,825,-160,719,402,c
-864,-407,-278,156,16,420,200,457,236,715,-278,-20,-315,788,-94,641,-301,578,261,c
-794,-336,-241,191,89,457,163,531,310,788,-131,126,-167,936,126,788,-160,754,437,c
-723,-125,-131,332,200,568,347,641,384,936,-167,163,-94,899,89,788,-231,825,367,c
-794,-195,-204,261,126,457,273,420,273,752,-241,89,-94,752,16,604,-55,754,332,c
-512,121,89,578,384,752,420,641,420,899,16,347,126,1009,273,788,297,965,508,c
-477,50,126,543,384,715,494,568,384,788,-94,163,126,788,163,678,332,789,367,c
